"stop_id","stop_code","stop_name","stop_lat","stop_lon","location_type","parent_station"
"3173","3173","Lilo Settlement #14","41.67861100000727","44.98310300000004","",""
"2934","2934","Poultry Farming #17a","41.67964900000711","44.983880000000035","",""
"2935","2935","Poultry Farming #3","41.68009200000708","44.98709600000002","",""
"3174","3174","Chirnakhuli Street #16","41.68226900000671","44.987776000000025","",""
"2937","2937","Pharmaceutical Factory Aversi","41.68332900000661","44.99208500000002","",""
"2938","2938","Opposite to JSC Screen","41.684477000006446","44.995887999999994","",""
"2939","2939","Tetroni Ltd","41.68527700000635","44.999634999999984","",""
"3222","3222","Kiziki Street #7","41.68412400000648","44.8955420000003","",""
"3220","3220","Kiziki Street #11","41.68422700000649","44.897786000000295","",""
"3223","3223","Kiziki Street #13","41.68333800000661","44.89993300000028","",""
"3211","3211","Zhoresi Street","41.6817780000068","44.90070100000029","",""
"2823","2823","Enukidze Street #4","41.68125900000688","44.90206400000029","",""
"3212","3212","Enukidze Street #8","41.680107000007006","44.90522400000027","",""
"3213","3213","Enukidze Street #12","41.67912100000716","44.90779700000027","",""
"3214","3214","Enukidze Street and VII Street intersection","41.67721200000743","44.91075800000026","",""
"1098","1098","Public School for Impaired Vision people #201","41.67511292773824","44.912536652126654","",""
"1095","1095","Opposite to Chichinadze Street #21","41.67333066557941","44.91406232369148","",""
"1099","1099","Opposite to #94 Public School","41.67188249165775","44.91537438616288","",""
"1093","1093","Opposite toTsiskarishvili Street  #5","41.67042400000832","44.91398400000025","",""
"1101","1101","Gumathesi Street #13","41.6691069363712","44.91307560198675","",""
"1102","1102","Gumathesi Street #10","41.667917933785915","44.91467549425324","",""
"3068","3068","Gumathesi Street #4","41.6669530000088","44.91720400000023","",""
"1103","1103","Chichinadze Street","41.666454415247145","44.918534554559386","",""
"1091","1091","Kindzmarauli Street #19","41.66362055669173","44.91793265204605","",""
"3532","3532","Opposite to Kindzmarauli Street #6","41.664624545731456","44.91471850552592","",""
"3533","3533","Opposite to Kindzmarauli Street #53a","41.66551871442414","44.9136056368182","",""
"1088","1088","Opposite to Kindzmarauli Street #15","41.667346003092774","44.9088812900787","",""
"1090","1090","Opposite to Kindzmarauli Street #9","41.668679411719566","44.90607571452415","",""
"1086","1086","Kindzmarauli Street #12","41.670495989366245","44.8997205787429","",""
"3536","3536","Kindzmarauli Street #16","41.67249391424653","44.894475189526","",""
"3055","3055","Kindzmareuli Lane","41.670570000008354","44.89005900000033","",""
"1082","1082","Opposite to Moscow Avenue #47","41.6712840000082","44.88796700000032","",""
"1080","1080","Moscow Avenue #46","41.67277162466758","44.884106727774636","",""
"1076","1076","Moscow Avenue #38","41.67443223970629","44.879991962037025","",""
"1074","1074","Moscow Avenue #18","41.6769590000075","44.87494400000036","",""
"1498","1498","Opposite to Moscow Avenue # 25","41.67977919114104","44.87182468743189","",""
"3090","3090","Opposite to Metro Station Isani","41.68635395831794","44.84233527711287","",""
"1016","1016","#87 Public School","41.68672600000614","44.83774400000049","",""
"1014","1014","Lech Kaczynski","41.68712849425859","44.834019572041804","",""
"3098","3098","Queen Ketevani Avenue #82","41.68728100000601","44.8327650000005","",""
"2123","2123","#96 Public School","41.68746800000601","44.829180000000505","",""
"830","830","Metro Station 300 Aragveli","41.687511000006026","44.82712500000052","",""
"829","829","Queen Ketevani Avenue #43","41.6874884310408","44.824709062626305","",""
"2130","2130","Ketevan Martyr Avenue #26","41.68927687009979","44.82049726064948","",""
"3053","3053","Queen Ketevani Avenue #12","41.69094057455214","44.81716443395575","",""
"825","825","Metro Station Avlabari","41.69229370069539","44.81497133092737","",""
"3065","3065","Baratashvili Street","41.69659849290689","44.803751220687694","",""
"3066","3066","Opposite to Baratshvili Street #2-4, (Konka)","41.696304000004794","44.80408400000059","",""
"2929","2929","Kiziki Street #5","41.68412200000649","44.893680000000316","",""
"3703","3703","near to Baratashvili Street and Wine Ascent intersection","41.6924400000053","44.81233000000056","",""
"1012","1012","Queen Ketevani Avenue #19","41.69084493947267","44.81699643450643","",""
"826","826","King Parnavazi Monument","41.68921400000574","44.820199000000535","",""
"828","828","#89 Public School","41.687353375108394","44.82490231133296","",""
"831","831","Opposite to Metro Station 300 Aragveli","41.68734585250098","44.82719236002916","",""
"832","832","Queen Ketevani Avenue #57","41.687290000006016","44.8303240000005","",""
"1063","1063","Lech Kaczynski Street","41.6870470837636","44.83375285471918","",""
"1013","1013","#120 Professioanl Collage","41.68681406441916","44.83567580671074","",""
"3088","3088","Moscow Avenue #23","41.68034100000699","44.86925400000038","",""
"1496","1496","Moscow Avenue  # 25","41.67983277533525","44.8706193521738","",""
"1075","1075","Opposite to Moscow Avenue #18","41.67675400000748","44.87461700000036","",""
"3592","3592","Moscow Avenue #38a","41.67472711503961","44.87834061646389","",""
"1077","1077","Moscow Avenue #35","41.67391899745519","44.880389156788866","",""
"1079","1079","Moscow Avenue #39","41.67247900000809","44.884030000000344","",""
"1081","1081","Moscow Avenue #47","41.670902255046165","44.8879652664123","",""
"3054","3054","Kindzmareuli Lane","41.67013900000836","44.88998600000032","",""
"3535","3535","Kindzmarauli Street #16","41.67240970492487","44.89423871302083","",""
"1085","1085","Opposite to Kindzmarauli Street #12","41.670460548568116","44.899259901382976","",""
"1089","1089","Kindzmarauli Street #9","41.66849514727114","44.90609236750253","",""
"1087","1087","Kindzmarauli Street #15","41.6671848939527","44.90878219926906","",""
"3534","3534","Kindzmarauli Street #53a","41.665366822233146","44.91362442242502","",""
"3531","3531","Kindzmarauli Street #6","41.664316305762675","44.91473636540511","",""
"1092","1092","Opposite to Kindzmarauli Street #19","41.663310189569636","44.91788618883263","",""
"3208","3208","Chichinadze Street","41.666389000008955","44.919182000000234","",""
"1104","1104","Opposite to Gumathesi Street #4","41.667016000008864","44.91752300000024","",""
"3209","3209","Opposite to Gumathesi Street #10","41.66809000000871","44.91473900000024","",""
"3210","3210","Opposite to Gumathesi Street #13","41.669080000008535","44.913189000000244","",""
"3218","3218","Tsickarishvili Street","41.67047600000839","44.914129000000244","",""
"3021","3021","#94 Public School","41.67188880402693","44.915543559905","",""
"1096","1096","Chichinadze Street #21","41.67350252682107","44.914154626514986","",""
"1097","1097","Public School for Impaired Vision people #201","41.67513719127899","44.91270385905022","",""
"3215","3215","Opposite to Enukidze Street and VII Street intersection","41.67754000000741","44.91056500000026","",""
"3216","3216","Opposite to Enukidze Street #12","41.67916000000722","44.908003000000264","",""
"3217","3217","Opposite to Enukidze Street #8","41.68023000000698","44.905210000000274","",""
"2824","2824","Enukidze Street #6a","41.68112300000688","44.90279200000028","",""
"2847","2847","Zhoresi Street","41.68190900000682","44.900765000000284","",""
"3224","3224","Opposite to Kiziki Street #13","41.683216000006645","44.900097000000294","",""
"3219","3219","Opposite to Kiziki Street #11","41.684321000006456","44.8980580000003","",""
"3221","3221","Opposite to Kiziki Street #7","41.6842270000065","44.895699000000306","",""
"3695","3695","Opposite to the Supermarket Fresko","41.788614459165785","44.81807676903315","",""
"2397","2397","Opposite to Noneshvili Street and Gobronidze Street intersection","41.78653002820351","44.820380628714304","",""
"2767","2767","Mukhiani Telephone Knot","41.78537899999257","44.822266000000575","",""
"2387","2387","Gobronidze Street","41.783223514518106","44.82572429865736","",""
"2593","2593","Opposite to Mukhiani, Microdistrict IV,  #3","41.78214799999301","44.827514000000555","",""
"1123","1123","Saint Miriani and Nana Church","41.781610425270834","44.827309156127704","",""
"2131","2131","Mukhiani Crossing Road down","41.77897098460187","44.823856897522795","",""
"2768","2768","Avshniani Crossing Road Down","41.77623999999387","44.825631000000556","",""
"1125","1125","Sea Area, Microdistrict XI, Block V, #12","41.77414699999407","44.82422800000055","",""
"1126","1126","Sea Area, Microdistrict XI, Block III, #49","41.771754320518426","44.82181132210932","",""
"3343","3343","Tbilisi Sea Crossing Road","41.77165799999446","44.81867300000058","",""
"3344","3344","Sea Area, Microdistrict XI, Block III, #40","41.772079999994375","44.81671900000058","",""
"1128","1128","Sea Area, Microdistrict XI, Block II, #23a","41.77319599999422","44.81400200000059","",""
"1129","1129","Sea Area, Microdistrict, XI Block II, #22","41.77434999999407","44.81225700000059","",""
"1130","1130","M. Guramishvili Pediatric Clinic","41.77591999999383","44.8096270000006","",""
"1131","1131","Opposite to #5 Maternity Hospital","41.77741731398042","44.80633610417915","",""
"1132","1132","Ureki Street","41.780493123082735","44.80413928537275","",""
"2995","2995","Metro Station Sarajishvili","41.783626417286044","44.79922405240827","",""
"1653","1653","Kerchi Street","41.788223341511646","44.80032091890761","",""
"1944","1944","Tskalsadeni Street","41.78570737473452","44.79245472054255","",""
"3884","3884","Mindeli Bridge (near to Olympic Swimming Pool)","41.78679419042664","44.78288272344772","",""
"1531","1531","Cross of Beliashvili and Balanchivadze Streets, Aghmashenebeli side","41.78637499999243","44.7795280000007","",""
"1532","1532","Beliashvili Street #40","41.783223999992806","44.781763000000694","",""
"1534","1534","Biochemistry Laboratory","41.78007999999323","44.779613000000694","",""
"899","899","Chiaureli Street","41.77996637854373","44.77474668811338","",""
"893","893","Gudushauri Clinic","41.778704520666345","44.77474735066348","",""
"894","894","Tbilisi Central Hospital","41.775503056842496","44.774775699135546","",""
"2248","2248","Children's Neurology Center","41.77402074669516","44.77476971364753","",""
"900","900","M. Iashvili Children's Central Hospital","41.77243667392826","44.77477243332188","",""
"3299","3299","Tv Company Imedi","41.769057999994814","44.77480300000071","",""
"1268","1268","Digomi Block V #7","41.76577399999524","44.774440000000716","",""
"1269","1269","Digomi Market","41.76220499999571","44.77437700000071","",""
"886","886","Paichadze Street #38/5","41.76164099999579","44.774717000000706","",""
"1119","1119","Metro Stration Akhmeteli Theatre","41.791156779829244","44.81693000481401","",""
"3298","3298","Digomi Block IV, #5","41.76396899999548","44.77534800000071","",""
"887","887","Gogiberidze Street and Akhmeteli Street intersection","41.76583095193177","44.77528520984645","",""
"888","888","Tv Cimpany Imedi","41.76914464692686","44.77491369882632","",""
"889","889","M. Iashvili Children's Central Hospital","41.77259454100457","44.774912155049165","",""
"2247","2247","Children's Neurology Center","41.77354199999418","44.77492600000071","",""
"890","890","Tbilisi Central Hospital","41.77566129577744","44.77486103909408","",""
"891","891","Gudushauri Clinic","41.77880067781149","44.774900447496385","",""
"892","892","Chiaureli Street","41.779961508549896","44.77488640630627","",""
"1535","1535","Opposite toBiochemistry Laboratory","41.78000939519666","44.77880247676811","",""
"1505","1505","Opposite to Beliashvili Street #40","41.783257328917756","44.78200160294304","",""
"1506","1506","Cross of Beliashvili and Balanchivadze Streets, Sheshelidze side","41.786228999992446","44.78001700000071","",""
"3361","3361","Tskalsadeni Street","41.7854409999925","44.79200400000067","",""
"1439","1439","Metro Station Sarajishvili","41.78305152003339","44.798427743742806","",""
"3702","3702","Anapa Street and Guramishvili Avenue intersection","41.78079273195552","44.79725416241832","",""
"2171","2171","Anapi 414 Division Street","41.78254699999295","44.798458000000636","",""
"1106","1106","Ureki Street","41.78034608119279","44.80405941347654","",""
"1107","1107","#5 Maternity Hospital","41.77730789184907","44.80645543529377","",""
"1108","1108","Children's Hospital","41.776087999993806","44.8091270000006","",""
"1109","1109","Opposite to Sea Area, Microdistrict XI, Block II, #22","41.77430599999406","44.8120970000006","",""
"1110","1110","Opposite to Sea Area, Microdistrict XI, Block II, #23a","41.77310999999429","44.81386100000059","",""
"3345","3345","Opposite to Sea Area, Microdistrict XI, Block III, #40","41.772059999994426","44.81621800000058","",""
"1112","1112","Opposite to Sea Area, Microdistrict XI, Block III, #49","41.771520175779365","44.82173410384873","",""
"1113","1113","Opposite to Sea Area, Microdistrict III, Block V, #12","41.77392199999413","44.82416000000055","",""
"2769","2769","Avshniani Crossing Road Down","41.776512046674554","44.82579369650685","",""
"3347","3347","Mukhiani Crossing Road Up","41.77893299999345","44.82403500000056","",""
"1115","1115","Mukhiani Microdistrict IV, #3","41.782461999992975","44.82763600000055","",""
"1116","1116","Gobronidze Street","41.7837709999928","44.82550900000055","",""
"1117","1117","Mukhiani Telephone Knot","41.78535416429901","44.82281941579896","",""
"1121","1121","Noneshvili Street and Gobronidze Street intersection","41.787067999992324","44.82018700000058","",""
"3694","3694","Supermarket Fresko","41.78836286888166","44.81869915627639","",""
"3645","3645","Opposite to Tsavkisi Turnout","41.66769382313308","44.762026087100764","",""
"3450","3450","Opposite to Tsavkisi Field Crossing Road","41.67508600000766","44.7618990000007","",""
"3647","3647","restorant Taghlaura","41.68361559594122","44.77679532184239","",""
"3648","3648","Opposite to turn to Okrokana","41.68415719197862","44.779518236717415","",""
"1057","1057","Botanic Institute","41.68508454782647","44.79505487275601","",""
"3238","3238","Opposite to Amaghleba Street #45","41.68805900000595","44.79431500000061","",""
"1217","1217","Opposte to Amaghleba Street #47","41.689355000005754","44.790072000000634","",""
"844","844","Amaghleba Street #28","41.68945700000569","44.79248200000062","",""
"845","845","Amaghleba Street #16","41.689811522225","44.79423056440351","",""
"846","846","Iashvili Street","41.68945420139498","44.79646223588846","",""
"847","847","Machabeli Street","41.68959300000575","44.79976900000059","",""
"848","848","Dadiani Street","41.68985200000565","44.80224100000059","",""
"2994","2994","Opposite to Baratshvili Statue","41.697602000004636","44.809056000000574","",""
"2853","2853","Village Tsavkisi","41.67302100033056","44.72346199967103","",""
"853","853","Sulkhan-Saba Street","41.692494000005304","44.7992250000006","",""
"855","855","Lermontovi Street","41.69128300000548","44.798442000000605","",""
"858","858","Iashvili Street #21","41.69050616941922","44.79726310473356","",""
"857","857","Amaghleba Street #11","41.69001043134321","44.79484414632352","",""
"859","859","Amaghleba Street #29","41.68960211120528","44.792600368001544","",""
"856","856","Amaghleba Street #47","41.68958739571635","44.78988925988892","",""
"2801","2801","Sololaki Spring","41.687962355070454","44.793123464709616","",""
"861","861","Opposite to Botanic Institute","41.68517618935848","44.79500557865278","",""
"2118","2118","turn to Okrokana","41.684388730546466","44.77907764205444","",""
"3640","3640","Opposite Taghlaura","41.68363962687176","44.77664687282722","",""
"3449","3449","Tsavkisi Field Crossing Road","41.674992000007705","44.76156800000071","",""
"3084","3084","Tsavkisi Turnout","41.66774778481299","44.76190414243107","",""
"1792","1792","Tskneti Center","41.69581600000486","44.69891200000091","",""
"1795","1795","Opposite to Maia Tskneteli Monument","41.697074814947335","44.70061807792252","",""
"1799","1799","Amilakhvari Street and Aghmashenebeli Street intersection","41.697314000004575","44.70483600000089","",""
"3696","3696","Amilakhvari Street and Leselidze Street intersection","41.69877391897","44.70526627400547","",""
"1801","1801","Tskneti, Rustaveli Street #10","41.69987500000428","44.705092000000896","",""
"3244","3244","Tskneti, Saint Maria Temple","41.70291204576381","44.70077756138457","",""
"1803","1803","Tskneti 10th km","41.708876000002995","44.711401000000876","",""
"3587","3587","Tskneti Highway (copartnership 2007)","41.711975247602425","44.72435424103331","",""
"1403","1403","Bagebi","41.71009347210379","44.7309491668053","",""
"1402","1402","Tskneti Highway #12","41.709913000002956","44.732733000000806","",""
"3246","3246","Uchaneishvili II Deadlock","41.708497772125405","44.73373234484602","",""
"1397","1397","Vake Cemetary","41.70934900000301","44.74114700000078","",""
"1156","1156","Football Federation","41.71086800000273","44.74377200000078","",""
"1154","1154","Sport Academy","41.71129600000272","44.747003000000774","",""
"1265","1265","Tamarashvili Street #11","41.7137420879513","44.747920246030375","",""
"1266","1266","University Street","41.71968778302451","44.74610358580551","",""
"2927","2927","Gabashvili Street #5","41.72475340503347","44.74558456789476","",""
"2129","2129","Metro Station Delisi","41.72551503778918","44.74484749553763","",""
"3735","3735","Daba Tskneti, Maia Tskhneteli Street","41.69285376011885","44.68959520786124","",""
"3593","3593","Kazbegi Avenue #36","41.72363587949296","44.74103724130206","",""
"994","994","Tamarashvili Street","41.72396583233245","44.74432197802169","",""
"1238","1238","Kazbegi Avenue and Tamarashvili Street intersection","41.72374470670209","44.7453448720176","",""
"1239","1239","Vake-Saburtalo Gemgeoba","41.720759278801694","44.745690093564455","",""
"1240","1240","Tsereteli Street","41.71342279143173","44.74718598754712","",""
"1153","1153","Sport Academy","41.71163400000272","44.74681400000077","",""
"1155","1155","Football Federation","41.71106000000276","44.74367200000078","",""
"2132","2132","Vake Cemetary","41.70954300000295","44.741032000000786","",""
"2799","2799","Cathedral","41.70689600000335","44.73558200000081","",""
"1398","1398","Tskneti Highway #9","41.708241000003135","44.73402900000081","",""
"1399","1399","Tskneti Highway #25","41.7100480000029","44.73255300000081","",""
"3649","3649","Tskneti Highway (Opposite to copartnership 2007)","41.712044374695054","44.72443959296228","",""
"1401","1401","Students' hostel Building #1","41.71258500000254","44.72108300000085","",""
"3791","3791","near to Restaurant Harale","41.712264276480624","44.70161609219264","",""
"1778","1778","Tskneti 10km","41.70895700000305","44.711506000000874","",""
"1802","1802","Tskneti, Saint Maria Temple","41.70311393264747","44.70072270817402","",""
"1794","1794","Maia Tskneteli Monument","41.697223408989416","44.700532963022674","",""
"3058","3058","Tskneti Center","41.69592959907567","44.69888231792626","",""
"3057","3057","Tskneti","41.695506000004926","44.69731600000092","",""
"3856","3856","near King Tamar Street #19","41.69625004950076","44.69091742405405","",""
"822","822","Pushkin Square","41.69403790203971","44.80149327045176","",""
"819","819","Kachueti Church","41.69799628887085","44.798660566174725","",""
"817","817","Opera","41.70024220600013","44.79652235072882","",""
"815","815","Acedemy of Science","41.70338642218039","44.791187562150554","",""
"809","809","Philharmony","41.70715100000327","44.78680700000064","",""
"810","810","Public Library","41.709737000002924","44.78486200000065","",""
"803","803","Heroes Square (Saburtalo direction)","41.71380199315995","44.78223389877563","",""
"3087","3087","Public Broadcaster","41.71632706862729","44.77889277149396","",""
"926","926","Peking Avenue #5","41.720181674324536","44.77622539618991","",""
"928","928","Opposite to Bukia Garden","41.72136823824028","44.77497320918335","",""
"929","929","Tsintsadze Street","41.72235427121887","44.773866912478695","",""
"931","931","Saint Kvirike and Ivlita Church","41.72426726734432","44.77179202020277","",""
"3842","3842","Pekini Street #5","41.72526808420576","44.77076208462805","",""
"3833","3833","Pekini Avenue #33","41.72722581435269","44.76872286510639","",""
"3885","3885","Tashkenti Street and Kandelaki Street intersection","41.73043615617363","44.763378710397575","",""
"941","941","Budapest Street","41.73006700000018","44.75714300000075","",""
"944","944","Saburtalo Telephone Knot","41.729897000000214","44.75504100000075","",""
"945","945","Nutsubidze Street #13","41.72962867569013","44.75228616350215","",""
"948","948","Nutsubidze Street #21","41.72940368937575","44.750333714288466","",""
"950","950","Nutsubidze Street #53","41.72909590680859","44.74702693800121","",""
"951","951","Tavadze Street","41.7285260000004","44.743066000000795","",""
"3107","3107","Nutsubidze Street #79","41.72770945053233","44.73993958985768","",""
"953","953","Nutsubidze Street #97","41.72746448281674","44.73765248219565","",""
"955","955","Nutsubidze Street #123a","41.72718325346394","44.73483325184953","",""
"957","957","Dzotsenidze Street","41.726897000000584","44.73188000000083","",""
"959","959","Marijani Street","41.72657723135592","44.72889421004633","",""
"960","960","Nutsubidze Street II-IV Microdistrict","41.72640063211997","44.72698579549614","",""
"2285","2285","Shavishvili Street","41.725982000000684","44.72261600000086","",""
"1416","1416","Bedia Street","41.72568674612426","44.71976090228096","",""
"962","962","Sandro Euli Street","41.72543600000077","44.71737900000088","",""
"3682","3682","Nutsubidze Street #223","41.725252544247574","44.71524350648572","",""
"3438","3438","Mindeli Street #5","41.72500000000082","44.713049000000886","",""
"3441","3441","Mindeli Street #7","41.724764000000825","44.71108000000089","",""
"3443","3443","Mindeli Street #9","41.72431800000093","44.709032000000896","",""
"3570","3570","Opposite to Mindeli Street #9","41.72435000191619","44.709370068059414","",""
"3442","3442","Opposite to Mindeli Street #7","41.7246060000009","44.710781000000885","",""
"3439","3439","Mindeli Street #1","41.72491800000085","44.71317900000088","",""
"3571","3571","Mindeli Street #3","41.72507626513872","44.71483976781392","",""
"1252","1252","Politkovskaia Street","41.72053229126974","44.71748902688602","",""
"967","967","Politkovskaia Street #6","41.72028300000146","44.71448700000087","",""
"968","968","University Iberia","41.72063530759415","44.711243606989584","",""
"966","966","Sokhumi State University","41.720775000001375","44.708810000000895","",""
"3447","3447","Politkovskaia Street # 5a","41.720996859724224","44.70741768637446","",""
"3256","3256","Sokhumi University Branch","41.721776000001306","44.70451500000091","",""
"970","970","Politkovskaia Street #16","41.72218400000125","44.70304900000091","",""
"969","969","Branch of Sokhumi State University","41.72167300000134","44.70460800000091","",""
"3881","3881","Opposite to Politkovskaia Street # 5a","41.72081849352607","44.70736866302675","",""
"972","972","Sokhumi State University","41.7207036335286","44.70873143378256","",""
"973","973","University Iberia","41.72048174083978","44.71132202011058","",""
"974","974","Politkovskaia Street #6","41.720125599581976","44.71449923492387","",""
"975","975","Kavtaradze Street","41.72027052497644","44.71798515888382","",""
"964","964","Sandro Euli Street","41.725317000000736","44.717492000000874","",""
"1417","1417","Bedia Street","41.72555003399242","44.720084012995066","",""
"963","963","Shavishvili Street","41.72581447954124","44.72247071532559","",""
"961","961","Nutsubidze Street II-IV Microdistrict","41.726206007454344","44.72646710438576","",""
"958","958","Marijani Street","41.7264497607248","44.728747226908666","",""
"956","956","Nutsubidze Street #78","41.726784072019264","44.73207503476902","",""
"2434","2434","Nutsubidze Street #70","41.72710700000053","44.73533000000081","",""
"954","954","Opposite to Nutsubidze Street #97","41.72736267876788","44.73775480699647","",""
"2435","2435","Nutsubidze Street #62a","41.72758116838905","44.740347292351814","",""
"952","952","Tavadze Street","41.72824600000039","44.742799000000794","",""
"949","949","Nutsubidze Street #38","41.72897200000031","44.74780400000078","",""
"947","947","Nutsubidze Street #28","41.72930800000023","44.75072500000077","",""
"946","946","Nutsubidze Street #22","41.729505174071036","44.75254724148698","",""
"943","943","Saburtalo Telephone Knot","41.72973000000019","44.75498100000076","",""
"942","942","Budapest Street","41.729996000000135","44.758028000000756","",""
"3259","3259","Budapest Street #10","41.72953500000018","44.76069500000074","",""
"2065","2065","Budapest Street #22a","41.729048000000326","44.761896000000725","",""
"1501","1501","Tasjkenti Street","41.72924400000026","44.76377400000073","",""
"1004","1004","Kazbegi Avenue #2","41.72629826414969","44.76802123983711","",""
"932","932","Peking Street and Mitskevich Street Intersection","41.724442039272844","44.77106706216218","",""
"930","930","Tsintsadze Street","41.722211978953446","44.77360267556237","",""
"2119","2119","Bukia Garden","41.7212269173441","44.774651706721144","",""
"925","925","26 May Square","41.717803528745755","44.777912881027824","",""
"924","924","Public Broadcaster","41.7159530925668","44.77860527515411","",""
"804","804","Zoo","41.7136164948965","44.78067705849162","",""
"806","806","Janashia Street","41.70823961999302","44.78214312130895","",""
"1241","1241","Philharmony","41.706813852592695","44.78593776332388","",""
